customer_state,product_name_english,total_order_payment
MG,electronics,175.86
RJ,furniture_living_room,1014.48
RJ,baby,66.6
RJ,watches_gifts,529.76
SP,no_name_given,82.31
SP,garden_tools,164.64
SP,baby,46.78
SP,fashion_bags_accessories,34.62
SP,home_confort,56.38
SP,sports_leisure,59.99
SP,garden_tools,135.08
RJ,computers_accessories,90.17
MG,sports_leisure,68.63
RS,bed_bath_table,36.05
SP,furniture_decor,20.77
SP,furniture_decor,57.12
SP,sports_leisure,131.33
SP,health_beauty,53.61
RJ,baby,185.94
RN,watches_gifts,109.16
SP,housewares,125.43
RS,no_name_given,49.4
PA,perfumery,100.11
SC,health_beauty,157.78
RJ,electronics,36.69
SP,furniture_decor,183.16
SP,bed_bath_table,113.71
RJ,bed_bath_table,58.59
MG,fashion_underwear_beach,167.81
SP,auto,36.02
MG,pet_shop,143.66
MG,cool_stuff,138.08
MG,bed_bath_table,398.85
MG,baby,192.94
PB,auto,94.65
SP,furniture_decor,99.34
MG,health_beauty,142.51
RJ,bed_bath_table,197.01
BA,food,109.23
GO,telephony,36.77
PI,housewares,304.47
MG,luggage_accessories,63.99
SP,baby,118.07
BA,stationery,140.08
SP,garden_tools,64.66
RJ,furniture_decor,214.04
SP,garden_tools,57.38
RJ,health_beauty,111.89
MG,perfumery,100.33
DF,pet_shop,181.51
RS,fashion_shoes,177.6
RS,home_appliances,50.7
SC,telephony,45.22
SP,perfumery,203.67
AP,watches_gifts,101.27
SP,watches_gifts,872.17
MG,bed_bath_table,75.68
RJ,pet_shop,69.49
RJ,bed_bath_table,73.15
SP,toys,46.85
PR,sports_leisure,82.0
RJ,sports_leisure,164.54
MG,housewares,59.6
SP,perfumery,380.3
SC,garden_tools,77.57
SP,toys,516.42
SP,perfumery,94.4
SP,health_beauty,118.35
SP,bed_bath_table,76.31
SP,arts_and_craftmanship,25.39
RS,furniture_decor,96.02
MG,home_appliances_2,2110.57
GO,telephony,55.37
MG,bed_bath_table,223.14
SP,stationery,32.23
MG,electronics,199.92
PA,stationery,97.11
SP,perfumery,65.71
SC,watches_gifts,70.14
BA,pet_shop,160.96
BA,perfumery,118.03
SP,sports_leisure,79.98
PR,housewares,58.0
RJ,health_beauty,159.65
SP,housewares,609.43
SP,sports_leisure,63.23
SP,no_name_given,738.16
MG,bed_bath_table,72.34
SP,telephony,121.38
SP,cool_stuff,83.72
RJ,garden_tools,67.56
SP,electronics,102.66
RJ,sports_leisure,30.1
SP,bed_bath_table,112.19
RS,sports_leisure,131.44
PR,cool_stuff,281.89
SP,bed_bath_table,119.66
ES,toys,100.34
ES,toys,43.0
RJ,fashion_bags_accessories,44.42
SP,audio,92.87
SP,health_beauty,70.75
GO,health_beauty,39.09
SP,health_beauty,27.77
SP,garden_tools,377.25
RJ,home_appliances_2,654.78
SP,health_beauty,46.54
SP,telephony,32.77
SP,furniture_decor,155.99
PR,construction_tools_safety,80.33
GO,cool_stuff,163.25
BA,telephony,55.79
SP,housewares,412.42
MG,auto,23.61
SP,home_appliances_2,32.44
ES,garden_tools,117.74
SP,sports_leisure,121.38
SP,food_drink,55.92
SP,perfumery,22.86
SP,toys,182.26
ES,housewares,275.89
ES,housewares,152.77
RJ,housewares,80.15
RJ,costruction_tools_garden,431.5
RJ,garden_tools,34.09
SP,bed_bath_table,153.82
SP,computers_accessories,152.48
SP,baby,2075.48
MG,furniture_decor,179.76
SP,watches_gifts,52.58
SP,air_conditioning,160.21
MG,sports_leisure,119.79
SP,bed_bath_table,76.64
GO,telephony,66.78
MG,furniture_decor,97.45
SP,computers_accessories,428.02
TO,toys,181.86
SP,sports_leisure,66.79
RJ,no_name_given,52.53
SP,construction_tools_construction,192.83
SP,computers,932.54
RJ,cool_stuff,108.2
SP,bed_bath_table,97.69
SP,baby,44.0
SP,housewares,163.41
SP,perfumery,159.14
RJ,auto,68.49
SP,housewares,137.47
MG,auto,226.14
MT,telephony,52.13
RJ,stationery,135.6
SP,fashion_bags_accessories,37.22
SP,housewares,31.59
SP,sports_leisure,49.27
SP,housewares,173.2
SP,watches_gifts,192.66
SP,baby,84.28
SP,home_confort,216.02
SP,bed_bath_table,216.02
MG,toys,48.32
SP,housewares,48.34
CE,computers_accessories,243.98
SP,small_appliances,55.09
SP,baby,44.0
SP,furniture_decor,98.7
SP,bed_bath_table,49.36
RJ,drinks,75.67
SP,computers_accessories,313.53
MG,computers_accessories,183.84
MG,telephony,45.09
SP,bed_bath_table,108.34
SP,health_beauty,108.34
SP,cool_stuff,647.54
SP,baby,58.37
SC,telephony,34.1
SP,furniture_decor,86.08
PR,auto,108.43
MG,watches_gifts,676.74
MG,office_furniture,206.84
MS,dvds_blu_ray,35.69
PA,baby,250.42
RJ,housewares,174.32
SP,electronics,20.29
TO,health_beauty,372.8
SP,pet_shop,140.33
CE,computers_accessories,55.0
TO,no_name_given,319.09
SP,watches_gifts,591.0
RJ,computers_accessories,190.37
SP,sports_leisure,48.34
SP,watches_gifts,164.32
SP,toys,49.47
DF,furniture_decor,126.53
SP,garden_tools,134.72
SP,audio,67.83
SP,housewares,102.13
SP,computers_accessories,67.67
RJ,health_beauty,368.92
BA,pet_shop,221.46
GO,no_name_given,370.68
SP,toys,15.38
MG,bed_bath_table,117.85
CE,fashion_bags_accessories,59.93
MG,watches_gifts,246.26
SP,industry_commerce_and_business,151.87
PR,cool_stuff,149.29
SP,bed_bath_table,133.76
RJ,furniture_decor,84.14
SP,bed_bath_table,43.38
SP,furniture_decor,189.3
RJ,air_conditioning,185.86
RJ,furniture_decor,105.94
SP,health_beauty,105.65
SP,toys,91.66
RS,agro_industry_and_commerce,37.1
MG,computers_accessories,38.99
RS,housewares,65.94
SP,health_beauty,490.52
SP,computers_accessories,139.11
SP,electronics,32.42
SP,bed_bath_table,33.99
SP,perfumery,21.77
CE,computers_accessories,167.14
MG,furniture_decor,63.51
PE,toys,126.86
MG,bed_bath_table,49.64
SP,sports_leisure,41.29
SP,bed_bath_table,123.69
SP,no_name_given,158.3
MG,housewares,41.82
RS,consoles_games,91.74
RJ,telephony,42.93
PR,electronics,27.23
MG,health_beauty,188.0
SP,watches_gifts,55.6
PR,watches_gifts,366.19
CE,sports_leisure,144.21
DF,baby,90.7
SP,auto,70.28
MG,health_beauty,108.6
RJ,baby,178.38
RS,health_beauty,38.09
SP,health_beauty,58.16
SP,sports_leisure,119.48
PE,bed_bath_table,135.95
SP,telephony,45.52
PI,watches_gifts,223.7
SP,bed_bath_table,55.24
MG,cool_stuff,57.0
RJ,baby,17.64
SP,housewares,53.58
SP,health_beauty,68.13
PE,sports_leisure,87.51
SP,christmas_supplies,98.35
RS,christmas_supplies,90.25
MG,bed_bath_table,185.92
SP,furniture_decor,43.42
MG,perfumery,294.7
SC,sports_leisure,45.0
SC,cool_stuff,147.15
SP,perfumery,296.03
BA,toys,177.52
DF,books_general_interest,34.13
DF,furniture_decor,193.09
SC,cool_stuff,151.69
MG,telephony,50.09
ES,fashion_bags_accessories,95.56
SP,computers_accessories,113.55
SP,fashion_bags_accessories,52.78
RJ,small_appliances,86.36
MG,bed_bath_table,178.72
RJ,electronics,472.62
BA,perfumery,169.11
SP,bed_bath_table,122.37
MG,watches_gifts,299.92
GO,bed_bath_table,63.13
MG,housewares,146.38
SP,perfumery,72.72
SP,computers_accessories,163.08
SP,stationery,301.28
SP,health_beauty,31.77
SP,telephony,47.68
SP,bed_bath_table,134.76
RJ,cool_stuff,115.45
PR,christmas_supplies,108.76
MG,furniture_decor,29.0
ES,health_beauty,76.27
SP,furniture_decor,124.85
SP,health_beauty,127.42
RS,perfumery,249.3
SP,sports_leisure,49.59
RS,furniture_decor,39.0
SP,furniture_decor,285.7
MS,perfumery,69.12
SP,auto,51.84
RJ,furniture_decor,108.12
RJ,health_beauty,66.03
SP,sports_leisure,281.63
SP,garden_tools,135.08
SP,electronics,33.75
SP,bed_bath_table,81.73
SP,auto,40.79
MG,furniture_decor,62.6
RJ,bed_bath_table,221.88
PR,housewares,100.38
SP,home_appliances,35.44
SP,pet_shop,139.8
SP,sports_leisure,367.2
RJ,computers_accessories,148.29
DF,sports_leisure,159.16
MG,sports_leisure,184.92
GO,sports_leisure,292.96
RJ,computers_accessories,189.37
SP,furniture_decor,31.75
CE,furniture_decor,139.28
RJ,housewares,235.06
SP,perfumery,205.64
MG,electronics,137.16
SP,furniture_decor,146.16
MG,sports_leisure,76.38
SP,auto,60.95
RJ,market_place,210.81
RJ,housewares,221.16
SP,auto,189.56
SP,bed_bath_table,165.5
DF,auto,21.69
BA,garden_tools,170.71
BA,baby,234.22
RS,consoles_games,48.96
MG,no_name_given,167.29
MG,health_beauty,116.21
SP,sports_leisure,171.86
SP,pet_shop,139.62
SP,stationery,115.86
RN,pet_shop,109.22
RN,pet_shop,125.94
SP,watches_gifts,1778.01
SP,housewares,82.08
PR,construction_tools_safety,114.79
MG,kitchen_dining_laundry_garden_furniture,51.15
RJ,construction_tools_construction,84.4
MG,health_beauty,30.23
SP,watches_gifts,713.55
SP,bed_bath_table,63.66
MG,watches_gifts,110.0
RJ,sports_leisure,122.52
SC,sports_leisure,165.55
BA,sports_leisure,192.8
SP,watches_gifts,181.89
RJ,health_beauty,357.12
SP,bed_bath_table,53.54
RS,no_name_given,122.88
RS,perfumery,82.22
SP,bed_bath_table,110.46
SP,office_furniture,117.42
MG,housewares,119.84
PR,christmas_supplies,28.87
PR,audio,145.56
RS,baby,64.01
RS,baby,65.01
SP,housewares,53.62
PR,bed_bath_table,454.54
MG,telephony,34.0
SP,telephony,26.84
RJ,furniture_decor,292.74
RJ,bed_bath_table,292.74
SP,bed_bath_table,56.78
RJ,stationery,78.2
MG,musical_instruments,165.8
SP,health_beauty,98.7
SP,baby,43.89
PR,fashion_bags_accessories,69.48
SP,office_furniture,378.04
MG,health_beauty,215.49
SP,sports_leisure,34.13
SP,health_beauty,270.54
SP,health_beauty,119.48
MG,fashion_bags_accessories,113.42
SP,pet_shop,172.22
SP,computers_accessories,236.75
MG,construction_tools_construction,34.27
PA,fashion_bags_accessories,73.05
SP,sports_leisure,309.66
SP,costruction_tools_garden,46.81
RJ,telephony,50.22
SP,watches_gifts,85.8
SC,auto,119.88
SP,health_beauty,116.01
BA,telephony,47.05
MG,watches_gifts,241.32
SP,housewares,105.96
PA,auto,38.63
MG,bed_bath_table,62.01
MG,furniture_decor,94.59
SP,sports_leisure,262.08
SP,sports_leisure,79.33
DF,health_beauty,72.36
SP,auto,80.15
SP,furniture_decor,63.6
SP,sports_leisure,75.98
ES,furniture_decor,102.51
SC,construction_tools_safety,424.61
SP,bed_bath_table,101.84
RJ,watches_gifts,140.98
SP,computers_accessories,164.83
SP,small_appliances,118.93
RJ,telephony,36.1
RJ,musical_instruments,44.32
SP,housewares,62.76
MG,watches_gifts,196.18
ES,baby,40.71
SP,sports_leisure,73.34
MG,bed_bath_table,118.26
RJ,baby,130.01
SP,computers_accessories,96.98
SP,stationery,31.33
RJ,housewares,244.78
MG,cool_stuff,187.65
SP,bed_bath_table,103.58
RJ,cool_stuff,150.59
RJ,furniture_decor,72.64
SP,home_confort,102.03
MG,furniture_decor,188.06
RJ,garden_tools,150.5
PE,stationery,188.51
SP,bed_bath_table,143.83
RJ,garden_tools,144.11
RJ,bed_bath_table,404.6
RJ,housewares,50.93
SP,market_place,172.33
SP,furniture_decor,44.0
SP,computers_accessories,160.71
MG,cool_stuff,148.15
RJ,sports_leisure,74.21
RJ,garden_tools,165.54
SP,watches_gifts,490.36
MT,consoles_games,137.28
SP,auto,188.51
MG,sports_leisure,129.55
RJ,costruction_tools_tools,112.62
PR,furniture_living_room,75.16
SP,bed_bath_table,66.53
SP,cool_stuff,57.1
ES,garden_tools,185.35
SP,furniture_decor,191.84
MG,telephony,125.51
SP,health_beauty,45.54
SP,baby,87.71
SP,office_furniture,196.88
RS,health_beauty,419.12
MT,telephony,36.99
RS,computers_accessories,765.92
RS,computers_accessories,864.6
RS,computers_accessories,769.96
SP,housewares,335.48
PA,sports_leisure,191.6
SP,bed_bath_table,366.27
MG,housewares,61.07
SP,home_appliances,33.12
MG,watches_gifts,80.56
SP,bed_bath_table,103.11
PR,party_supplies,83.22
CE,furniture_decor,420.9
SP,perfumery,39.81
SP,housewares,65.13
RS,health_beauty,54.51
MG,cool_stuff,117.94
SP,toys,101.73
SP,auto,181.57
SC,watches_gifts,99.9
SC,watches_gifts,60.1
SP,furniture_decor,86.02
RS,computers_accessories,252.82
SP,luggage_accessories,114.93
RJ,cool_stuff,72.19
RS,fashion_shoes,102.74
PB,health_beauty,108.39
SP,bed_bath_table,92.8
SP,electronics,38.74
RS,cool_stuff,663.93
SP,auto,45.0
SP,bed_bath_table,106.73
ES,audio,30.13
RJ,computers_accessories,68.12
SP,health_beauty,61.84
SP,computers_accessories,54.0
SP,watches_gifts,192.81
SP,bed_bath_table,238.42
PR,office_furniture,253.65
PR,furniture_living_room,171.48
SP,housewares,92.66
RJ,furniture_living_room,371.54
RJ,cool_stuff,105.87
SP,furniture_decor,130.85
MG,auto,48.21
MG,auto,34.13
RJ,electronics,37.8
SP,watches_gifts,42.51
SP,bed_bath_table,238.15
SP,computers_accessories,145.56
SP,telephony,33.77
SP,telephony,41.84
SC,christmas_supplies,106.78
RS,watches_gifts,819.35
RJ,no_name_given,39.42
RJ,fashion_bags_accessories,39.42
PB,telephony,102.3
SC,telephony,34.0
SP,furniture_decor,79.74
RS,home_appliances,34.31
SP,fashion_shoes,40.95
MG,housewares,249.57
PR,furniture_decor,317.57
GO,auto,49.81
RS,telephony,46.29
RJ,furniture_living_room,90.13
RS,telephony,124.52
GO,bed_bath_table,97.71
SP,toys,145.65
SP,costruction_tools_garden,425.89
MG,fashion_shoes,46.69
SP,bed_bath_table,238.24
SC,fashion_bags_accessories,51.69
SP,computers_accessories,253.69
SP,computers_accessories,246.46
ES,telephony,1124.79
RS,toys,86.24
BA,housewares,91.74
RJ,bed_bath_table,56.01
PR,musical_instruments,189.19
SP,luggage_accessories,144.83
MG,watches_gifts,827.1
MG,housewares,42.78
MA,fashion_bags_accessories,116.68
MG,health_beauty,256.65
CE,luggage_accessories,76.74
SP,sports_leisure,216.62
CE,telephony,74.63
CE,telephony,44.63
RJ,housewares,216.29
PI,computers_accessories,159.96
MS,pet_shop,58.37
MG,auto,195.51
MG,baby,134.43
SP,bed_bath_table,84.16
SP,toys,102.64
MT,fashion_bags_accessories,67.39
SP,pet_shop,201.04
SP,furniture_decor,82.33
MG,health_beauty,144.31
PB,computers_accessories,251.39
SP,health_beauty,62.08
SP,bed_bath_table,70.98
RJ,bed_bath_table,147.07
SP,computers_accessories,117.57
RS,sports_leisure,35.78
MG,computers_accessories,212.83
SP,bed_bath_table,94.77
MG,toys,51.1
MG,computers_accessories,44.38
BA,housewares,39.05
SP,watches_gifts,133.4
SP,consoles_games,36.35
MG,computers_accessories,48.01
RJ,stationery,25.1
SP,watches_gifts,90.99
PB,stationery,99.32
SP,health_beauty,34.68
MG,bed_bath_table,66.06
RJ,watches_gifts,69.48
SP,baby,136.47
SP,cds_dvds_musicals,74.94
SP,sports_leisure,119.25
SP,bed_bath_table,2055.84
MT,housewares,452.28
SP,watches_gifts,199.0
SP,toys,102.82
RS,health_beauty,157.07
SP,pet_shop,107.41
SP,furniture_decor,42.78
SP,telephony,37.37
SC,bed_bath_table,102.6
MG,sports_leisure,125.61
SP,health_beauty,46.54
PR,perfumery,143.06
PR,cool_stuff,87.73
MT,watches_gifts,100.48
SP,furniture_decor,31.0
RO,musical_instruments,72.27
SP,watches_gifts,229.7
SP,furniture_decor,28.62
RS,housewares,68.22
SP,housewares,73.03
DF,health_beauty,165.8
SC,sports_leisure,126.04
RJ,toys,66.65
TO,auto,45.18
BA,bed_bath_table,98.48
RS,bed_bath_table,74.18
SP,health_beauty,254.09
PE,sports_leisure,77.6
RJ,sports_leisure,92.97
RJ,industry_commerce_and_business,102.09
MG,stationery,111.43
SP,sports_leisure,46.61
SP,bed_bath_table,216.04
CE,housewares,213.59
GO,housewares,25.41
SP,cool_stuff,112.71
SP,furniture_decor,102.48
TO,garden_tools,87.26
SP,drinks,57.43
RS,watches_gifts,96.65
SP,sports_leisure,408.64
SP,stationery,142.92
SP,housewares,46.65
MG,telephony,42.09
CE,bed_bath_table,67.53
BA,fashion_bags_accessories,55.69
TO,toys,102.13
SP,computers_accessories,55.13
TO,perfumery,153.36
RJ,health_beauty,71.14
SP,sports_leisure,73.34
BA,watches_gifts,202.98
SP,health_beauty,365.61
SP,bed_bath_table,157.1
RS,fashion_bags_accessories,50.1
MG,electronics,100.34
SP,furniture_decor,77.98
SP,food,73.22
ES,computers_accessories,77.12
SP,auto,189.56
SP,bed_bath_table,55.24
SP,furniture_decor,126.3
RJ,health_beauty,155.57
SP,health_beauty,86.02
MG,furniture_decor,56.0
MG,home_confort,210.56
MG,bed_bath_table,210.56
SP,bed_bath_table,66.63
SP,health_beauty,38.01
RJ,computers_accessories,117.04
SP,sports_leisure,72.76
RJ,health_beauty,128.35
RS,watches_gifts,77.29
SP,pet_shop,99.13
DF,cool_stuff,893.0
GO,perfumery,139.93
RJ,health_beauty,514.15
MG,sports_leisure,74.07
PE,housewares,56.94
PR,industry_commerce_and_business,105.3
SP,electronics,21.43
SP,industry_commerce_and_business,119.48
RS,electronics,27.23
PR,fashion_bags_accessories,58.13
MG,perfumery,72.14
TO,sports_leisure,95.67
RJ,bed_bath_table,108.2
SP,health_beauty,156.94
RJ,auto,23.3
SP,garden_tools,63.27
MG,fashion_shoes,73.77
RJ,toys,51.42
PA,baby,85.71
SP,perfumery,68.89
RS,garden_tools,49.42
CE,watches_gifts,345.51
SP,christmas_supplies,98.35
SP,watches_gifts,113.26
RJ,sports_leisure,105.18
RJ,auto,94.31
RJ,auto,74.46
RJ,auto,126.53
AL,garden_tools,97.87
SP,garden_tools,217.29
RS,auto,134.82
SP,bed_bath_table,185.88
RJ,watches_gifts,215.05
PR,telephony,40.09
RJ,bed_bath_table,765.84
SP,computers_accessories,107.89
MG,computers_accessories,40.01
MG,telephony,43.66
SP,auto,27.39
PR,garden_tools,77.57
PR,home_appliances_2,55.06
PR,home_appliances_2,55.06
SP,toys,65.22
RJ,furniture_decor,291.43
RS,housewares,1005.84
DF,health_beauty,133.31
SP,garden_tools,86.67
SP,telephony,391.08
SP,telephony,32.68
SC,small_appliances,115.86
SP,housewares,99.35
GO,auto,60.31
SP,telephony,42.78
MG,sports_leisure,90.8
MS,auto,140.54
RJ,bed_bath_table,165.81
SP,pet_shop,108.58
RJ,auto,24.1
MG,office_furniture,493.92
SP,furniture_decor,68.62
SP,computers_accessories,82.52
SP,food,50.7
PR,auto,194.37
SP,bed_bath_table,36.96
SE,garden_tools,187.09
MG,auto,251.26
SP,diapers_and_hygiene,193.55
SP,diapers_and_hygiene,188.45
SP,toys,298.2
SP,bed_bath_table,82.56
SC,stationery,96.8
MG,consoles_games,67.82
SP,telephony,37.38
SP,watches_gifts,811.46
SP,computers_accessories,58.79
PE,pet_shop,76.69
SP,housewares,41.75
SP,stationery,52.35
SP,sports_leisure,137.16
SP,luggage_accessories,85.24
SP,construction_tools_construction,62.59
SP,fashion_bags_accessories,34.0
SC,furniture_decor,54.51
RJ,perfumery,72.14
SP,health_beauty,223.88
RJ,computers_accessories,83.23
MG,watches_gifts,63.11
BA,watches_gifts,70.83
SP,watches_gifts,148.0
RS,toys,136.5
MG,bed_bath_table,146.36
MG,baby,73.54
BA,computers_accessories,119.29
SP,health_beauty,159.28
MG,health_beauty,96.52
MG,watches_gifts,152.3
MG,furniture_decor,152.3
BA,auto,146.58
RJ,computers_accessories,91.86
MG,computers_accessories,34.09
SP,computers_accessories,199.49
MT,garden_tools,343.88
MG,luggage_accessories,328.42
MG,perfumery,133.48
SP,furniture_decor,92.64
PE,toys,163.88
CE,health_beauty,352.55
SP,baby,58.88
SP,auto,50.78
PE,fashion_shoes,283.86
PE,perfumery,752.21
ES,health_beauty,599.3
MG,furniture_decor,68.04
SP,electronics,31.12
DF,fashion_bags_accessories,309.18
SP,no_name_given,129.15
SP,baby,798.19
MS,auto,32.0
SE,health_beauty,85.89
MG,computers_accessories,42.44
MG,home_confort,105.28
RO,computers_accessories,133.22
SP,watches_gifts,103.54
SP,fashion_bags_accessories,47.79
SC,garden_tools,136.52
SP,bed_bath_table,54.06
RJ,baby,115.07
SP,garden_tools,168.16
SP,health_beauty,186.43
SP,housewares,31.51
RJ,housewares,103.89
SP,baby,145.22
SP,bed_bath_table,63.93
SP,art,125.16
RJ,bed_bath_table,127.48
SE,garden_tools,213.7
PR,toys,71.15
SP,watches_gifts,105.57
SP,furniture_decor,98.79
RJ,electronics,35.68
ES,home_appliances,87.41
SP,construction_tools_construction,279.95
PR,garden_tools,25.67
SP,bed_bath_table,72.76
SP,drinks,65.43
MG,baby,74.94
RS,telephony,48.22
MG,sports_leisure,109.29
TO,furniture_decor,198.46
PA,computers_accessories,50.75
MG,health_beauty,89.1
SP,construction_tools_safety,178.69
GO,cool_stuff,238.44
RJ,stationery,518.95
RS,toys,116.36
RJ,bed_bath_table,104.7
SP,fashion_bags_accessories,71.92
SP,auto,97.79
RJ,bed_bath_table,105.28
MG,watches_gifts,110.77
BA,electronics,42.71
RS,computers_accessories,217.06
MG,fashion_shoes,102.74
SP,bed_bath_table,86.64
CE,watches_gifts,151.61
MG,toys,85.24
PR,computers_accessories,398.8
SP,electronics,22.37
SP,sports_leisure,85.48
RJ,toys,40.1
DF,perfumery,95.56
RJ,computers_accessories,45.22
SP,toys,269.63
RS,health_beauty,46.01
SP,bed_bath_table,67.98
SP,toys,189.59
SP,bed_bath_table,189.59
SP,stationery,46.01
RJ,fashion_bags_accessories,93.72
SP,computers_accessories,31.59
SP,no_name_given,45.85
RS,toys,35.0
SP,bed_bath_table,101.96
PE,stationery,107.95
MG,pet_shop,37.0
MG,bed_bath_table,86.15
DF,baby,68.61
RS,computers_accessories,50.09
SP,bed_bath_table,252.78
SP,bed_bath_table,27.4
RJ,fashion_shoes,222.44
PE,telephony,201.34
SP,sports_leisure,81.89
SP,small_appliances,363.05
DF,watches_gifts,364.99
SP,housewares,82.43
SP,watches_gifts,279.98
RS,electronics,35.13
SP,watches_gifts,52.01
GO,telephony,48.22
SP,fashion_bags_accessories,49.42
SP,fashion_bags_accessories,54.42
RS,housewares,120.68
SP,baby,719.37
SP,air_conditioning,87.93
SP,toys,160.54
SP,telephony,34.77
RJ,pet_shop,114.53
MG,cool_stuff,224.94
MG,health_beauty,343.16
SC,books_general_interest,41.13
SP,health_beauty,27.68
GO,bed_bath_table,31.0
SP,housewares,39.78
SP,sports_leisure,80.2
SP,housewares,330.06
RJ,construction_tools_lights,139.88
MG,cool_stuff,204.55
SP,toys,203.93
RS,furniture_decor,178.42
SC,stationery,139.81
SP,stationery,189.51
BA,sports_leisure,229.84
MG,costruction_tools_tools,157.6
SP,health_beauty,44.72
SP,bed_bath_table,101.48
RS,health_beauty,39.95
SE,computers_accessories,38.68
MS,furniture_decor,216.82
MT,books_technical,54.38
BA,stationery,52.34
RS,telephony,31.22
MA,baby,115.88
RJ,furniture_decor,56.46
SC,furniture_decor,110.77
MG,bed_bath_table,108.2
SC,cool_stuff,117.94
SP,cool_stuff,208.77
SP,furniture_decor,95.25
RJ,kitchen_dining_laundry_garden_furniture,176.99
SP,watches_gifts,99.9
PR,no_name_given,35.4
SC,telephony,48.22
RJ,computers_accessories,46.39
PR,electronics,64.23
SP,furniture_decor,40.26
PR,health_beauty,618.6
SP,pet_shop,96.81
MT,perfumery,156.72
RJ,perfumery,71.14
SP,pet_shop,148.17
RJ,watches_gifts,199.0
PA,watches_gifts,143.65
SP,bed_bath_table,69.73
MT,toys,566.05
PE,office_furniture,405.24
PR,bed_bath_table,84.26
SP,garden_tools,68.37
RJ,toys,327.92
SP,computers_accessories,218.55
MG,telephony,31.7
SP,housewares,83.41
MG,auto,91.18
SP,garden_tools,128.06
GO,bed_bath_table,235.7
GO,stationery,96.8
SP,perfumery,65.71
RJ,consoles_games,84.14
PA,health_beauty,132.13
SP,toys,101.73
DF,electronics,113.14
ES,health_beauty,66.78
SP,musical_instruments,690.88
MG,garden_tools,71.53
SP,furniture_decor,64.6
SP,auto,27.79
AL,computers_accessories,122.94
SP,bed_bath_table,112.3
PE,perfumery,262.99
MG,sports_leisure,89.6
PE,baby,104.91
ES,watches_gifts,222.68
RJ,garden_tools,225.71
RJ,food,43.0
SP,bed_bath_table,80.26
PE,watches_gifts,64.14
RJ,sports_leisure,238.79
SP,auto,345.46
RJ,telephony,33.09
RJ,garden_tools,155.14
PR,fashion_male_clothing,155.63
SP,health_beauty,13.78
SP,baby,58.37
MT,baby,41.91
SP,health_beauty,69.03
SP,watches_gifts,178.59
SP,sports_leisure,45.0
SP,furniture_decor,58.09
SP,furniture_decor,145.88
MG,garden_tools,77.57
RS,health_beauty,79.07
MG,bed_bath_table,124.22
MG,baby,124.22
SP,housewares,264.64
SP,computers_accessories,52.17
MG,toys,100.44
RJ,market_place,77.98
PE,computers_accessories,161.23
SP,books_imported,184.88
MG,furniture_decor,100.14
PR,housewares,239.16
CE,health_beauty,140.04
PR,toys,166.8
SP,sports_leisure,53.88
SP,telephony,29.77
RS,furniture_decor,102.08
AL,computers_accessories,224.07
RJ,air_conditioning,335.73
PR,no_name_given,208.59
SP,health_beauty,68.87
ES,cool_stuff,174.41
PR,bed_bath_table,176.17
SP,cool_stuff,45.48
AC,stationery,448.3
SP,sports_leisure,50.85
RJ,no_name_given,174.65
BA,toys,757.03
SC,health_beauty,56.13
SP,home_confort,102.03
MT,baby,308.47
SP,musical_instruments,36.26
SP,housewares,209.74
SP,sports_leisure,123.38
MG,baby,52.13
SP,cool_stuff,157.91
SP,luggage_accessories,109.41
SC,furniture_decor,168.57
SC,furniture_decor,133.56
RS,garden_tools,77.57
RJ,toys,83.55
SP,cool_stuff,110.38
MG,fashion_shoes,41.69
MT,computers_accessories,48.7
RJ,toys,142.8
SC,garden_tools,203.57
RJ,health_beauty,125.97
SP,no_name_given,41.85
SP,fashio_female_clothing,31.75
MG,electronics,38.03
SP,housewares,122.26
SP,health_beauty,113.55
SP,sports_leisure,61.16
SP,sports_leisure,108.06
SP,garden_tools,63.27
MG,computers_accessories,72.48
SP,office_furniture,279.57
SP,garden_tools,63.27
SP,computers_accessories,87.03
SP,fashion_bags_accessories,56.6
SP,sports_leisure,288.18
SP,toys,344.32
SP,books_imported,144.76
RJ,housewares,25.71
RJ,bed_bath_table,118.92
MT,tablets_printing_image,35.7
SP,computers_accessories,107.79
SP,health_beauty,37.37
ES,cool_stuff,243.62
GO,health_beauty,95.64
PE,sports_leisure,356.36
RJ,computers_accessories,216.8
PE,health_beauty,167.25
SC,furniture_decor,128.19
MG,food,65.51
RS,perfumery,267.41
SP,perfumery,200.92
SP,health_beauty,209.5
RJ,cool_stuff,406.38
RJ,computers_accessories,254.42
SP,watches_gifts,313.5
BA,cool_stuff,522.64
SP,bed_bath_table,40.09
RJ,telephony,91.28
BA,toys,51.79
SP,bed_bath_table,63.27
SP,housewares,192.28
DF,consoles_games,39.6
SP,no_name_given,72.96
MG,air_conditioning,319.0
SP,auto,143.2
SP,garden_tools,73.34
SP,telephony,65.13
SP,auto,54.27
RJ,baby,217.78
PA,watches_gifts,257.14
RS,garden_tools,91.23
RS,computers_accessories,97.32
PR,watches_gifts,235.28
SP,home_construction,63.28
SP,sports_leisure,51.75
SP,fashion_bags_accessories,21.77
SP,no_name_given,81.89
SP,sports_leisure,22.77
SP,fashion_bags_accessories,21.77
SP,sports_leisure,166.71
SP,sports_leisure,37.77
SP,sports_leisure,51.75
RJ,bed_bath_table,35.09
SP,furniture_decor,53.48
PR,furniture_decor,66.01
